t,x,y,commanded_pitch,actual_pitch,airspeed,stall_speed
0.0,0.850158198064436,-0.0003940513682620096,14.999999999999998,0.0033750000000118763,85.01582893865411,70.14257172847928
0.01,1.7004751641013631,-0.0011801821495559623,14.999999999999998,0.01002928114264978,85.03173294316953,70.14257172847928
0.02,2.5509514505076445,-0.002356227597521093,14.999999999999998,0.019868968793354026,85.0477099528444,70.14257172847928
0.03,3.401587592636127,-0.00391983633946911,14.999999999999998,0.032802005093400075,85.06375792119262,70.14257172847928
0.04,4.252384109234185,-0.00586847641838315,14.999999999999998,0.04873812181126901,85.0798748149965,70.14257172847928
0.05,5.1033415028552245,-0.008199441214058256,14.999999999999998,0.06758881349113269,85.09605861349809,70.14257172847928
0.060000000000000005,5.954460260244666,-0.01090985524530215,14.999999999999998,0.08926731089702868,85.11230730771942,70.14257172847928
0.07,6.8057408527018834,-0.013996679855088583,14.999999999999998,0.11368855475137651,85.1286188999024,70.14257172847928
0.08,7.6571837364194835,-0.01745671878052931,14.999999999999998,0.14076916976646114,85.14499140305956,70.14257172847928
0.09,8.508789352801275,-0.02128662360950501,14.999999999999998,0.17042743896753515,85.16142284062708,70.14257172847928
0.09999999999999999,9.360558128760195,-0.025482899125769936,14.999999999999998,0.20258327830591105,85.1779112462125,70.14257172847928
0.10999999999999999,10.212490476997445,-0.030041908544319946,14.999999999999998,0.2371582115606192,85.19445466342938,70.14257172847928
0.11999999999999998,11.064586796263972,-0.03495987863878872,14.999999999999998,0.2740753455270788,85.21105114581162,70.14257172847928
0.12999999999999998,11.916847471605443,-0.0402329047626124,14.999999999999998,0.31325934549115375,85.22769875680112,70.14257172847928
0.13999999999999999,12.769272874591769,-0.045856955765678546,14.999999999999998,0.3546364109870666,85.24439556980171,70.14257172847928
0.15,13.621863363532183,-0.05182787880815153,14.999999999999998,0.39813425183751683,85.26113966829409,70.14257172847928
0.16,14.474619283676885,-0.05814140407314236,14.999999999999998,0.443682064474146,85.27792914600526,70.14257172847928
0.17,15.327540967406128,-0.06479314937986787,14.999999999999998,0.49121050853697545,85.2947621071277,70.14257172847928
0.18000000000000002,16.180628734407662,-0.07177862469892074,14.999999999999998,0.5406516837507815,85.31163666658261,70.14257172847928
0.19000000000000003,17.033882891843383,-0.07909323657124893,14.999999999999998,0.5919391070768306,85.32855095032305,70.14257172847928
0.20000000000000004,17.887303734505945,-0.08673229243242052,14.999999999999998,0.6450076901382429,85.34550309567159,70.14257172847928
0.21000000000000005,18.740891544966136,-0.09469100484372718,14.999999999999998,0.6997937169169004,85.36249125168916,70.14257172847928
0.22000000000000006,19.594646593711726,-0.10296449563165787,14.999999999999998,0.7562348217205229,85.37951357957029,70.14257172847928
0.23000000000000007,20.44856913927846,-0.11154779993725175,14.999999999999998,0.8142699674175726,85.39656825306143,70.14257172847928
0.24000000000000007,21.302659428373882,-0.12043587017681823,14.999999999999998,0.8738394239385621,85.41365345889865,70.14257172847928
0.25000000000000006,22.156917695994544,-0.12962357991549014,14.999999999999998,0.934884747041653,85.43076739726132,70.14257172847928
0.26000000000000006,23.011344165537263,-0.13910572765505527,14.999999999999998,0.997348757340639,85.44790828223897,70.14257172847928
0.2700000000000001,23.86593904890492,-0.1488770405374902,14.999999999999998,1.0611755195935038,85.46507434230809,70.14257172847928
0.2800000000000001,24.720702546607335,-0.1589321779656,14.999999999999998,1.1263103222495974,85.48226382081629,70.14257172847928
0.2900000000000001,25.575634847857735,-0.16926573514214677,14.999999999999998,1.1926996572534194,85.49947497647138,70.14257172847928
0.3000000000000001,26.43073613066526,-0.17987224652882997,14.999999999999998,1.2602912001031765,85.516706083833,70.14257172847928
0.3100000000000001,27.28600656192394,-0.19074618922646144,14.999999999999998,1.329033790162005,85.53395543380445,70.14257172847928
0.3200000000000001,28.1414462974986,-0.20188198627765847,14.999999999999998,1.3988774112198958,85.55122133412294,70.14257172847928
0.3300000000000001,28.997055482308006,-0.21327400989335893,14.999999999999998,1.469773172304594,85.56850210984626,70.14257172847928
0.34000000000000014,29.8528342504057,-0.22491658460444333,14.999999999999998,1.541673288738978,85.58579610383414,70.14257172847928
0.35000000000000014,30.708782725058807,-0.23680399033972965,14.999999999999998,1.6145310634434447,85.60310167722281,70.14257172847928
0.36000000000000015,31.56490101882517,-0.24893046543158834,14.999999999999998,1.6883008684808796,85.62041720989122,70.14257172847928
0.37000000000000016,32.4211892336291,-0.26129020955040677,14.999999999999998,1.7629381268423339,85.6377411009176,70.14257172847928
0.38000000000000017,33.277647460836,-0.2738773865691137,14.999999999999998,1.8383992944714698,85.65507176902524,70.14257172847928
0.3900000000000002,34.13427578132619,-0.28668612735895693,14.999999999999998,1.9146418425256153,85.67240765301626,70.14257172847928
0.4000000000000002,34.99107426556808,-0.2997105325177101,14.999999999999998,1.991624239871391,85.68974721219244,70.14257172847928
0.4100000000000002,35.84804297369103,-0.31294467503146617,14.999999999999998,2.069305935812923,85.70708892676225,70.14257172847928
0.4200000000000002,36.70518195555799,-0.32638260287115917,14.999999999999998,2.1476473430505085,85.72443129823326,70.14257172847928
0.4300000000000002,37.5624912508382,-0.3400183415249386,14.999999999999998,2.2266098208678464,85.7417728497891,70.14257172847928
0.4400000000000002,38.4199708890801,-0.35384589646750375,14.999999999999998,2.3061556585455727,85.75911212665065,70.14257172847928
0.45000000000000023,39.277620889784586,-0.3678592555674902,14.999999999999998,2.386248058999165,85.77644769642055,70.14257172847928
0.46000000000000024,40.13544126247884,-0.382052391433983,14.999999999999998,2.4668511226391763,85.7937781494108,70.14257172847928
0.47000000000000025,40.99343200679075,-0.39641926370321684,14.999999999999998,2.547929831451621,85.81110209895306,70.14257172847928
0.48000000000000026,41.85159311252414,-0.41095382126650676,14.999999999999998,2.629450033296619,85.82841818169113,70.14257172847928
0.49000000000000027,42.70992455973496,-0.4256500044404384,14.999999999999998,2.7113784264230603,85.84572505785559,70.14257172847928
0.5000000000000002,43.56842631880833,-0.44050174708033096,14.999999999999998,2.793682544197495,85.86302141152015,70.14257172847928
0.5100000000000002,44.42709835053682,-0.45550297863797223,14.999999999999998,2.8763307400448643,85.88030595083977,70.14257172847928
0.5200000000000002,45.2859406061998,-0.4706476261646088,14.999999999999998,2.9592921725992305,85.8975774082704,70.14257172847928
0.5300000000000002,46.14495302764405,-0.4859296162601622,14.999999999999998,3.0425367910625645,85.91483454077006,70.14257172847928
0.5400000000000003,47.00413554736568,-0.5013428769696255,14.999999999999998,3.1260353207691733,85.93207612998174,70.14257172847928
0.5500000000000003,47.86348808859338,-0.5168813396275833,14.999999999999998,3.2097592489541444,85.94930098239756,70.14257172847928
0.5600000000000003,48.72301056537309,-0.5325389406517806,14.999999999999998,3.293680810723511,85.96650792950483,70.14257172847928
0.5700000000000003,49.58270288265407,-0.5483096232866578,14.999999999999998,3.3777729752242083,85.98369582791366,70.14257172847928
0.5800000000000003,50.44256493637645,-0.5641873392977503,14.999999999999998,3.462009432011657,86.00086355946671,70.14257172847928
0.5900000000000003,51.30259661356024,-0.5801660506178424,14.999999999999998,3.546364577613266,86.01801003133075,70.14257172847928
0.6000000000000003,52.16279779239585,-0.5962397309457491,14.999999999999998,3.6308135022854713,86.0351341760708,70.14257172847928
0.6100000000000003,53.023168342336106,-0.6124023672985892,14.999999999999998,3.7153319769625175,86.05223495170652,70.14257172847928
0.6200000000000003,53.88370812418979,-0.6286479615183995,14.999999999999998,3.7998964403949835,86.06931134175169,70.14257172847928
0.6300000000000003,54.74441699021666,-0.6449705317339266,14.999999999999998,3.8844839864759844,86.08636235523647,70.14257172847928
0.6400000000000003,55.60529478422401,-0.661364113778423,14.999999999999998,3.9690723517530144,86.10338702671334,70.14257172847928
0.6500000000000004,56.46634134166463,-0.6778227625642603,14.999999999999998,4.053639903123656,86.12038441624641,70.14257172847928
0.6600000000000004,57.327556489736374,-0.6943405534151621,14.999999999999998,4.138165625712933,86.13735360938514,70.14257172847928
0.6700000000000004,58.18894004748303,-0.7109115833568451,14.999999999999998,4.222629110930578,86.15429371712213,70.14257172847928
0.6800000000000004,59.05049182589672,-0.7275299723668496,14.999999999999998,4.307010544706014,86.17120387583586,70.14257172847928
0.6900000000000004,59.912211628021666,-0.7441898645843252,14.999999999999998,4.391290695899429,86.18808324721851,70.14257172847928
0.7000000000000004,60.774099249059276,-0.7608854294805295,14.999999999999998,4.475450904886635,86.2049310181894,70.14257172847928
0.7100000000000004,61.63615447647465,-0.7776108629907844,14.999999999999998,4.5594730723160675,86.22174640079416,70.14257172847928
0.7200000000000004,62.49837709010431,-0.7943603886086265,14.999999999999998,4.643339648035918,86.2385286320905,70.14257172847928
0.7300000000000004,63.36076686226521,-0.8111282584428744,14.999999999999998,4.727033620189419,86.2552769740206,70.14257172847928
0.7400000000000004,64.22332355786494,-0.8279087542383289,14.999999999999998,4.8105385044765265,86.27199071327055,70.14257172847928
0.7500000000000004,65.08604693451313,-0.8446961883608075,14.999999999999998,4.893838333580047,86.28866916111772,70.14257172847928
0.7600000000000005,65.94893674263398,-0.8614849047472097,14.999999999999998,4.9769176467542104,86.30531165326583,70.14257172847928
0.7700000000000005,66.81199272557978,-0.8782692798212942,14.999999999999998,5.0597614795741235,86.32191754966861,70.14257172847928
0.7800000000000005,67.67521461974559,-0.8950437233758438,14.999999999999998,5.142355353843894,86.33848623434241,70.14257172847928
0.7900000000000005,68.53860215468477,-0.9118026794218816,14.999999999999998,5.224685267661877,86.35501711516798,70.14257172847928
0.8000000000000005,69.40215505322548,-0.928540627005593,14.999999999999998,5.306737685641027,86.37150962368216,70.14257172847928
0.8100000000000005,70.2658730315881,-0.9452520809935989,14.999999999999998,5.388499529282633,86.38796321485954,70.14257172847928
0.8200000000000005,71.12975579950334,-0.9619315928272164,14.999999999999998,5.469958167501625,86.40437736688499,70.14257172847928
0.8300000000000005,71.99380306033125,-0.9785737512463333,14.999999999999998,5.55110140730154,86.42075158091697,70.14257172847928
0.8400000000000005,72.85801451118081,-0.9951731829835145,14.999999999999998,5.6319174845975075,86.4370853808425,70.14257172847928
0.8500000000000005,73.72238984303027,-1.0117245534289492,14.999999999999998,5.712395055185479,86.45337831302382,70.14257172847928
0.8600000000000005,74.58692874084798,-1.0282225672668386,14.999999999999998,5.792523185855787,86.46962994603754,70.14257172847928
0.8700000000000006,75.45163088371386,-1.044661969083816,14.999999999999998,5.872291345649418,86.48583987040631,70.14257172847928
